Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	RHO GTPases Activate IQGAPs R-HSA-5626467	2/11	2.856851e-02	2.159368e-01	0	0	8.861622e+00	3.150706e+01	CLIP1;IQGAP2
Reactome_2022	SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671	7/121	2.978372e-02	2.231120e-01	0	0	2.460581e+00	8.645972e+00	MAVS;SEC23A;TKFC;STING1;HLA-B;HLA-C;HLA-A
Reactome_2022	Digestion And Absorption R-HSA-8963743	3/28	3.057477e-02	2.270109e-01	0	0	4.791148e+00	1.670951e+01	MGAM;ALPP;PIR
Reactome_2022	Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849	7/122	3.095693e-02	2.278322e-01	0	0	2.439059e+00	8.476115e+00	PANK4;ALDH1L1;PARP4;GSTO1;NAPRT;MMUT;ACACB
Reactome_2022	RAC1 GTPase Cycle R-HSA-9013149	9/178	3.200993e-02	2.326112e-01	0	0	2.136807e+00	7.354267e+00	TFRC;PRKCSH;SWAP70;CYBA;MYO9B;IQGAP2;MPP7;ARHGAP45;KTN1
Reactome_2022	Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933	7/123	3.216079e-02	2.326112e-01	0	0	2.417908e+00	8.310366e+00	C3;IFITM1;HLA-B;HLA-C;HLA-A;CD99;ICAM1
Reactome_2022	Peroxisomal Lipid Metabolism R-HSA-390918	3/29	3.349824e-02	2.358551e-01	0	0	4.606636e+00	1.564535e+01	ECI2;HSD17B4;ACAA1
Reactome_2022	Hormone Ligand-Binding Receptors R-HSA-375281	2/12	3.373375e-02	2.358551e-01	0	0	7.975051e+00	2.702949e+01	CHGA;LHB
Reactome_2022	Hyaluronan Uptake And Degradation R-HSA-2160916	2/12	3.373375e-02	2.358551e-01	0	0	7.975051e+00	2.702949e+01	HEXB;HEXA
Reactome_2022	Keratan Sulfate Degradation R-HSA-2022857	2/12	3.373375e-02	2.358551e-01	0	0	7.975051e+00	2.702949e+01	HEXB;HEXA
Reactome_2022	Metabolism Of Amino Acids And Derivatives R-HSA-71291	15/364	3.608309e-02	2.501960e-01	0	0	1.730033e+00	5.747050e+00	DMGDH;CHGA;PSMD13;AGXT2;HAAO;APIP;RPL8;FTCD;ASS1;ALDH4A1;GRHPR;TPO;RPL14;PRODH;OTC
Reactome_2022	Nucleotide Biosynthesis R-HSA-8956320	2/13	3.923070e-02	2.668922e-01	0	0	7.249675e+00	2.347659e+01	UMPS;PFAS
Reactome_2022	Alpha-Linolenic (Omega3) And Linoleic (Omega6) Acid Metabolism R-HSA-2046104	2/13	3.923070e-02	2.668922e-01	0	0	7.249675e+00	2.347659e+01	HSD17B4;ACAA1
Reactome_2022	Glyoxylate Metabolism And Glycine Degradation R-HSA-389661	3/31	3.976344e-02	2.668922e-01	0	0	4.277152e+00	1.379299e+01	ALDH4A1;GRHPR;AGXT2
Reactome_2022	Transferrin Endocytosis And Recycling R-HSA-917977	3/31	3.976344e-02	2.668922e-01	0	0	4.277152e+00	1.379299e+01	TF;TFRC;STEAP2
Reactome_2022	Antigen processing-Cross Presentation R-HSA-1236975	6/104	4.309651e-02	2.825235e-01	0	0	2.450368e+00	7.704725e+00	PSMD13;MRC1;HLA-B;HLA-C;CYBA;HLA-A
Reactome_2022	MHC Class II Antigen Presentation R-HSA-2132295	6/104	4.309651e-02	2.825235e-01	0	0	2.450368e+00	7.704725e+00	HLA-DRB5;SEC23A;HLA-DRB1;CTSC;CTSB;HLA-DPA1
Reactome_2022	Generation Of Second Messenger Molecules R-HSA-202433	3/32	4.310252e-02	2.825235e-01	0	0	4.129452e+00	1.298371e+01	HLA-DRB5;HLA-DRB1;HLA-DPA1
Reactome_2022	CS/DS Degradation R-HSA-2024101	2/14	4.504004e-02	2.929348e-01	0	0	6.645194e+00	2.060145e+01	HEXB;HEXA
Reactome_2022	Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370	4/55	4.585222e-02	2.942309e-01	0	0	3.133712e+00	9.659139e+00	RNF213;MYH9;LMO7;RRBP1
Reactome_2022	ER To Golgi Anterograde Transport R-HSA-199977	7/133	4.594071e-02	2.942309e-01	0	0	2.224862e+00	6.853474e+00	SPTA1;SEC23A;SERPINA1;GOLGB1;MIA3;SPTB;CTSC
Reactome_2022	SARS-CoV-2 Infection R-HSA-9694516	12/283	4.758795e-02	3.024719e-01	0	0	1.778428e+00	5.415627e+00	PATJ;MAVS;SEC23A;PARP4;TKFC;RPN2;STING1;PRKCSH;HLA-B;HLA-C;HLA-A;HSPG2
Reactome_2022	Nervous System Development R-HSA-9675108	20/545	4.925577e-02	3.107187e-01	0	0	1.535456e+00	4.622843e+00	PLXND1;LAMA2;PSMD13;LAMA1;MYO9B;LAMB1;AKAP5;LAMC1;RPL8;SPTB;MMP9;SPTA1;COL6A2;PRX;COL6A1;RPL14;COL6A3;MYH9;POTEF;MYH11
Reactome_2022	Metabolic Disorders Of Biological Oxidation Enzymes R-HSA-5579029	3/34	5.018557e-02	3.142216e-01	0	0	3.862639e+00	1.155712e+01	CYP1B1;FMO3;OPLAH
Reactome_2022	EPHA-mediated Growth Cone Collapse R-HSA-3928663	2/15	5.114318e-02	3.178454e-01	0	0	6.133711e+00	1.823630e+01	MYH9;MYH11
Reactome_2022	Developmental Biology R-HSA-1266738	35/1073	5.349017e-02	3.299871e-01	0	0	1.365829e+00	3.999498e+00	FLG;SPRR3;PLXND1;LAMA2;PSMD13;LAMA1;AKAP5;LAMC1;RPL8;KRT20;PPL;EVPL;SPTA1;FAM120B;PRX;RPL14;POTEF;MYH11;PCK1;KRT2;SPINK5;KRT13;KRT7;MYO9B;LAMB1;SPTB;MMP9;NCOR2;KRT16;THRAP3;COL6A2;COL6A1;COL6A3;MYH9;IVL
Reactome_2022	Hyaluronan Metabolism R-HSA-2142845	2/16	5.752226e-02	3.522713e-01	0	0	5.695297e+00	1.626339e+01	HEXB;HEXA
Reactome_2022	FCGR3A-mediated Phagocytosis R-HSA-9664422	4/60	5.969391e-02	3.629217e-01	0	0	2.853183e+00	8.041768e+00	MYH2;MYH9;POTEF;MYO9B
Reactome_2022	Metabolism Of Proteins R-HSA-392499	57/1890	6.042028e-02	3.646950e-01	0	0	1.266504e+00	3.554356e+00	PCSK1;SERPINA1;PRKCSH;MIA3;LAMC1;RPL8;SRP14;PCMT1;C4A;ANPEP;MUC12;POTEF;CTSC;CHGB;HLA-B;LMO7;HLA-A;HSPG2;SPTB;MUC5AC;CKAP4;NCOR2;POLR1A;EEF1D;CEACAM5;EEF1A2;SPARCL1;TTLL12;GPLD1;CES1;LTF;ENPEP;SEC23A;RPN2;PRKDC;PSMD13;LHB;XPC;C3;SPTA1;MUC1;MUC2;RPL14;APOB;CHGA;NOP56;GSN;MUC16;LAMB1;CP;KTN1;GH1;TF;MAVS;ALPP;GOLGB1;EIF3J
Reactome_2022	NCAM1 Interactions R-HSA-419037	3/37	6.179318e-02	3.703177e-01	0	0	3.521275e+00	9.803098e+00	COL6A2;COL6A1;COL6A3
Reactome_2022	Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480	5/87	6.294896e-02	3.719308e-01	0	0	2.437393e+00	6.740443e+00	MYH2;PRKCSH;MYH9;POTEF;MYO9B
Reactome_2022	RAC2 GTPase Cycle R-HSA-9013404	5/87	6.294896e-02	3.719308e-01	0	0	2.437393e+00	6.740443e+00	ANKLE2;TFRC;SWAP70;CYBA;MPP7
Reactome_2022	Acyl Chain Remodelling Of PI R-HSA-1482922	2/17	6.416011e-02	3.738218e-01	0	0	5.315337e+00	1.459790e+01	PLA2G4C;PLBD1
Reactome_2022	Signaling By Cytosolic FGFR1 Fusion Mutants R-HSA-1839117	2/17	6.416011e-02	3.738218e-01	0	0	5.315337e+00	1.459790e+01	MYO18A;LRRFIP1
Reactome_2022	Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482	4/62	6.578524e-02	3.780399e-01	0	0	2.754514e+00	7.496023e+00	MYH2;MYH9;POTEF;MYO9B
Reactome_2022	Signaling By BRAF And RAF1 Fusions R-HSA-6802952	4/62	6.578524e-02	3.780399e-01	0	0	2.754514e+00	7.496023e+00	MPRIP;VWF;AKAP9;AP3B1
Reactome_2022	PPARA Activates Gene Expression R-HSA-1989781	6/116	6.637155e-02	3.788145e-01	0	0	2.181706e+00	5.917848e+00	NCOR2;FABP1;CPT2;THRAP3;FAM120B;MIA3
Reactome_2022	Cytosolic Sensors Of Pathogen-Associated DNA R-HSA-1834949	4/63	6.894773e-02	3.882359e-01	0	0	2.707688e+00	7.241459e+00	IFI16;STING1;PRKDC;LRRFIP1
Reactome_2022	Peroxisomal Protein Import R-HSA-9033241	4/63	6.894773e-02	3.882359e-01	0	0	2.707688e+00	7.241459e+00	ECI2;ECH1;HSD17B4;ACAA1
Reactome_2022	Elastic Fibre Formation R-HSA-1566948	3/39	7.016094e-02	3.895605e-01	0	0	3.325307e+00	8.835220e+00	FBN2;LTBP4;ITGA8
Reactome_2022	Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206	6/118	7.084430e-02	3.895605e-01	0	0	2.142526e+00	5.671846e+00	NCOR2;FABP1;CPT2;THRAP3;FAM120B;MIA3
Reactome_2022	Metabolism Of Amine-Derived Hormones R-HSA-209776	2/18	7.104024e-02	3.895605e-01	0	0	4.982873e+00	1.317725e+01	CHGA;TPO
Reactome_2022	Signaling By FLT3 Fusion Proteins R-HSA-9703465	2/18	7.104024e-02	3.895605e-01	0	0	4.982873e+00	1.317725e+01	GOLGB1;MYO18A
Reactome_2022	Collagen Degradation R-HSA-1442490	3/40	7.452622e-02	4.034032e-01	0	0	3.235268e+00	8.400711e+00	COL15A1;MMP9;CTSB
Reactome_2022	Diseases Associated With Glycosaminoglycan Metabolism R-HSA-3560782	3/40	7.452622e-02	4.034032e-01	0	0	3.235268e+00	8.400711e+00	HEXB;HEXA;HSPG2
Reactome_2022	Nicotinamide Salvaging R-HSA-197264	2/19	7.814682e-02	4.123596e-01	0	0	4.689522e+00	1.195437e+01	PARP4;NAPRT
Reactome_2022	RHO GTPases Activate ROCKs R-HSA-5627117	2/19	7.814682e-02	4.123596e-01	0	0	4.689522e+00	1.195437e+01	MYH9;MYH11
Reactome_2022	RHO GTPases Activate CIT R-HSA-5625900	2/19	7.814682e-02	4.123596e-01	0	0	4.689522e+00	1.195437e+01	MYH9;MYH11
Reactome_2022	Synthesis, Secretion, And Deacylation Of Ghrelin R-HSA-422085	2/19	7.814682e-02	4.123596e-01	0	0	4.689522e+00	1.195437e+01	PCSK1;GH1
Reactome_2022	Signaling By Retinoic Acid R-HSA-5362517	3/41	7.900891e-02	4.143030e-01	0	0	3.149968e+00	7.995231e+00	ADH1C;ALDH1A2;AKR1C3
Reactome_2022	Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814	4/67	8.236031e-02	4.291944e-01	0	0	2.535250e+00	6.329636e+00	COL15A1;COL6A2;COL6A1;COL6A3
Reactome_2022	Metabolism Of Steroids R-HSA-8957322	7/153	8.350947e-02	4.303414e-01	0	0	1.918105e+00	4.762263e+00	CHGA;SEC23A;LHB;AKR1C3;HSD17B4;GC;ACACB
Reactome_2022	RND3 GTPase Cycle R-HSA-9696264	3/42	8.360626e-02	4.303414e-01	0	0	3.069042e+00	7.616247e+00	DST;CKAP4;KTN1
Reactome_2022	Metabolism Of Nucleotides R-HSA-15869	5/95	8.459667e-02	4.327842e-01	0	0	2.219822e+00	5.482650e+00	AGXT2;AK1;CMPK1;UMPS;PFAS
Reactome_2022	Sema4D Induced Cell Migration And Growth-Cone Collapse R-HSA-416572	2/20	8.546462e-02	4.345746e-01	0	0	4.428766e+00	1.089323e+01	MYH9;MYH11
Reactome_2022	Retinoid Metabolism And Transport R-HSA-975634	3/43	8.831545e-02	4.463654e-01	0	0	2.992162e+00	7.261499e+00	AKR1C3;APOB;HSPG2
Reactome_2022	Asparagine N-linked Glycosylation R-HSA-446203	11/282	8.902972e-02	4.472810e-01	0	0	1.626830e+00	3.934951e+00	SPTA1;CHGA;SEC23A;SERPINA1;RPN2;PRKCSH;GOLGB1;LHB;MIA3;SPTB;CTSC
Reactome_2022	Axon Guidance R-HSA-422475	18/519	9.039356e-02	4.514298e-01	0	0	1.443810e+00	3.470316e+00	PLXND1;PSMD13;LAMA1;MYO9B;LAMB1;AKAP5;LAMC1;RPL8;SPTB;MMP9;SPTA1;COL6A2;COL6A1;RPL14;COL6A3;MYH9;POTEF;MYH11
Reactome_2022	Aspirin ADME R-HSA-9749641	3/44	9.313358e-02	4.623614e-01	0	0	2.919032e+00	6.928967e+00	CYP2C9;UGT2B15;CES1
Reactome_2022	L1CAM Interactions R-HSA-373760	5/99	9.671370e-02	4.773106e-01	0	0	2.124923e+00	4.963821e+00	SPTA1;LAMA1;LAMB1;LAMC1;SPTB
Reactome_2022	Cytokine Signaling In Immune System R-HSA-1280215	23/702	9.908644e-02	4.861609e-01	0	0	1.362895e+00	3.150691e+00	GBP6;LAMA5;HLA-DRB5;IFITM1;IFITM2;GSTO1;PSMD13;HLA-B;F13A1;HLA-C;ADAR;HLA-A;MMP9;ICAM1;GH1;MUC1;TRIM5;PDCD4;FLNA;FLNB;GBP1;HLA-DRB1;HLA-DPA1
Reactome_2022	Nephrin Family Interactions R-HSA-373753	2/22	1.006761e-01	4.910885e-01	0	0	3.985481e+00	9.150054e+00	ACTN3;ACTN2
Reactome_2022	Infectious Disease R-HSA-5663205	30/961	1.061393e-01	5.147451e-01	0	0	1.298583e+00	2.912724e+00	PCSK1;PATJ;SEC23A;RPN2;PSMD13;PRKCSH;LHB;HSD17B4;RPL8;C3;RNF213;TKFC;MRC1;RPL14;POTEF;CHGA;PDCD6IP;PARP4;HLA-B;HLA-C;MYO9B;CYBA;HLA-A;HSPG2;NCOR2;MAVS;MYH2;STING1;MYH9;LTF
Reactome_2022	Metabolism Of Fat-Soluble Vitamins R-HSA-6806667	3/47	1.082120e-01	5.161171e-01	0	0	2.719588e+00	6.047448e+00	AKR1C3;APOB;HSPG2
Reactome_2022	Triglyceride Catabolism R-HSA-163560	2/23	1.085423e-01	5.161171e-01	0	0	3.795501e+00	8.428349e+00	FABP1;PLIN3
Reactome_2022	SARS-CoV-2-host Interactions R-HSA-9705683	8/196	1.107914e-01	5.161171e-01	0	0	1.702216e+00	3.745055e+00	PATJ;MAVS;SEC23A;TKFC;STING1;HLA-B;HLA-C;HLA-A
Reactome_2022	Sensory Processing Of Sound R-HSA-9659379	4/75	1.126628e-01	5.161171e-01	0	0	2.248662e+00	4.909630e+00	GSN;EPB41L3;MYH9;BSN
Reactome_2022	Retrograde Transport At Trans-Golgi-Network R-HSA-6811440	3/48	1.134360e-01	5.161171e-01	0	0	2.659016e+00	5.787393e+00	GOLGA4;GOLGA1;PLIN3
Reactome_2022	Sema4D In Semaphorin Signaling R-HSA-400685	2/24	1.165647e-01	5.161171e-01	0	0	3.622792e+00	7.786500e+00	MYH9;MYH11
Reactome_2022	Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol R-HSA-193368	2/24	1.165647e-01	5.161171e-01	0	0	3.622792e+00	7.786500e+00	AKR1C3;HSD17B4
Reactome_2022	Xenobiotics R-HSA-211981	2/24	1.165647e-01	5.161171e-01	0	0	3.622792e+00	7.786500e+00	CYP2C9;MIA3
Reactome_2022	Abacavir Metabolism R-HSA-2161541	1/5	1.168799e-01	5.161171e-01	0	0	9.951531e+00	2.136204e+01	PCK1
Reactome_2022	Chylomicron Clearance R-HSA-8964026	1/5	1.168799e-01	5.161171e-01	0	0	9.951531e+00	2.136204e+01	APOB
Reactome_2022	Fructose Catabolism R-HSA-70350	1/5	1.168799e-01	5.161171e-01	0	0	9.951531e+00	2.136204e+01	TKFC
Reactome_2022	LRR FLII-interacting Protein 1 (LRRFIP1) Activates Type I IFN Production R-HSA-3134973	1/5	1.168799e-01	5.161171e-01	0	0	9.951531e+00	2.136204e+01	LRRFIP1
Reactome_2022	MET Interacts With TNS Proteins R-HSA-8875513	1/5	1.168799e-01	5.161171e-01	0	0	9.951531e+00	2.136204e+01	TNS3
Reactome_2022	Maturation Of Spike Protein R-HSA-9683686	1/5	1.168799e-01	5.161171e-01	0	0	9.951531e+00	2.136204e+01	PRKCSH
Reactome_2022	NR1H2 And NR1H3 Regulate Gene Expression Linked To Gluconeogenesis R-HSA-9632974	1/5	1.168799e-01	5.161171e-01	0	0	9.951531e+00	2.136204e+01	PCK1
Reactome_2022	SARS-CoV-2 Targets PDZ Proteins In Cell-Cell Junction R-HSA-9705677	1/5	1.168799e-01	5.161171e-01	0	0	9.951531e+00	2.136204e+01	PATJ
Reactome_2022	Signaling By Membrane-Tethered Fusions Of PDGFRA Or PDGFRB R-HSA-9673768	1/5	1.168799e-01	5.161171e-01	0	0	9.951531e+00	2.136204e+01	GOLGA4
Reactome_2022	Post-translational Protein Modification R-HSA-597592	41/1383	1.207321e-01	5.303363e-01	0	0	1.233395e+00	2.607620e+00	SEC23A;SERPINA1;RPN2;PRKDC;PSMD13;PRKCSH;LHB;XPC;MIA3;LAMC1;C3;SPTA1;C4A;MUC1;MUC2;MUC12;POTEF;APOB;CTSC;CHGB;CHGA;MUC16;HLA-B;LMO7;LAMB1;HLA-A;CP;SPTB;MUC5AC;CKAP4;KTN1;NCOR2;TF;MAVS;POLR1A;ALPP;GOLGB1;CEACAM5;SPARCL1;TTLL12;GPLD1
Reactome_2022	Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807	5/107	1.233974e-01	5.364269e-01	0	0	1.957456e+00	4.095674e+00	LAMA5;MUC1;F13A1;MMP9;ICAM1
Reactome_2022	O-linked Glycosylation R-HSA-5173105	5/107	1.233974e-01	5.364269e-01	0	0	1.957456e+00	4.095674e+00	MUC1;MUC2;MUC16;MUC12;MUC5AC
Reactome_2022	Chondroitin Sulfate/Dermatan Sulfate Metabolism R-HSA-1793185	3/50	1.241623e-01	5.369701e-01	0	0	2.545605e+00	5.310554e+00	HEXB;HEXA;HSPG2
Reactome_2022	Oncogenic MAPK Signaling R-HSA-6802957	4/78	1.251346e-01	5.383996e-01	0	0	2.157167e+00	4.483382e+00	MPRIP;VWF;AKAP9;AP3B1
Reactome_2022	N-glycan Antennae Elongation In medial/trans-Golgi R-HSA-975576	2/26	1.330293e-01	5.519774e-01	0	0	3.320552e+00	6.698170e+00	CHGA;LHB
Reactome_2022	C-type Lectin Receptors (CLRs) R-HSA-5621481	6/141	1.341257e-01	5.519774e-01	0	0	1.775395e+00	3.566730e+00	MUC1;MUC2;MUC16;PSMD13;MUC12;MUC5AC
Reactome_2022	Signaling By PDGF R-HSA-186797	3/52	1.352388e-01	5.519774e-01	0	0	2.441452e+00	4.884645e+00	COL6A2;COL6A1;COL6A3
Reactome_2022	Biosynthesis Of Maresin-Like SPMs R-HSA-9027307	1/6	1.385659e-01	5.519774e-01	0	0	7.960816e+00	1.573383e+01	CYP2C9
Reactome_2022	Choline Catabolism R-HSA-6798163	1/6	1.385659e-01	5.519774e-01	0	0	7.960816e+00	1.573383e+01	DMGDH
Reactome_2022	Cobalamin (Cbl) Metabolism R-HSA-9759218	1/6	1.385659e-01	5.519774e-01	0	0	7.960816e+00	1.573383e+01	MMUT
Reactome_2022	LDL Remodeling R-HSA-8964041	1/6	1.385659e-01	5.519774e-01	0	0	7.960816e+00	1.573383e+01	APOB
Reactome_2022	Metal Sequestration By Antimicrobial Proteins R-HSA-6799990	1/6	1.385659e-01	5.519774e-01	0	0	7.960816e+00	1.573383e+01	LTF
Reactome_2022	Methionine Salvage Pathway R-HSA-1237112	1/6	1.385659e-01	5.519774e-01	0	0	7.960816e+00	1.573383e+01	APIP
Reactome_2022	PTK6 Promotes HIF1A Stabilization R-HSA-8857538	1/6	1.385659e-01	5.519774e-01	0	0	7.960816e+00	1.573383e+01	LRRK2
Reactome_2022	Protein Repair R-HSA-5676934	1/6	1.385659e-01	5.519774e-01	0	0	7.960816e+00	1.573383e+01	PCMT1
Reactome_2022	Scavenging By Class B Receptors R-HSA-3000471	1/6	1.385659e-01	5.519774e-01	0	0	7.960816e+00	1.573383e+01	APOB
Reactome_2022	Scavenging By Class F Receptors R-HSA-3000484	1/6	1.385659e-01	5.519774e-01	0	0	7.960816e+00	1.573383e+01	APOB
Reactome_2022	Suppression Of Apoptosis R-HSA-9635465	1/6	1.385659e-01	5.519774e-01	0	0	7.960816e+00	1.573383e+01	RNF213
Reactome_2022	Synthesis Of 15-Eicosatetraenoic Acid Derivatives R-HSA-2142770	1/6	1.385659e-01	5.519774e-01	0	0	7.960816e+00	1.573383e+01	GPX1
Reactome_2022	Sensory Processing Of Sound By Outer Hair Cells Of Cochlea R-HSA-9662361	3/53	1.409005e-01	5.519774e-01	0	0	2.392500e+00	4.688585e+00	GSN;EPB41L3;MYH9
Reactome_2022	Programmed Cell Death R-HSA-5357801	8/208	1.410504e-01	5.519774e-01	0	0	1.599089e+00	3.132037e+00	GSN;PDCD6IP;PSMD13;APIP;ACIN1;ADD1;TJP2;PLEC
Reactome_2022	Acyl Chain Remodelling Of PC R-HSA-1482788	2/27	1.414483e-01	5.519774e-01	0	0	3.187566e+00	6.234309e+00	PLA2G4C;PLBD1
Reactome_2022	Endogenous Sterols R-HSA-211976	2/27	1.414483e-01	5.519774e-01	0	0	3.187566e+00	6.234309e+00	CYP1B1;MIA3
Reactome_2022	FLT3 Signaling In Disease R-HSA-9682385	2/27	1.414483e-01	5.519774e-01	0	0	3.187566e+00	6.234309e+00	GOLGB1;MYO18A
Reactome_2022	Apoptosis R-HSA-109581	7/178	1.492474e-01	5.702359e-01	0	0	1.635566e+00	3.111092e+00	GSN;PSMD13;APIP;ACIN1;ADD1;PLEC;TJP2
Reactome_2022	Interconversion Of Nucleotide Di- And Triphosphates R-HSA-499943	2/28	1.499771e-01	5.702359e-01	0	0	3.064810e+00	5.814782e+00	AK1;CMPK1
Reactome_2022	Metabolism Of Porphyrins R-HSA-189445	2/28	1.499771e-01	5.702359e-01	0	0	3.064810e+00	5.814782e+00	FABP1;CPOX
Reactome_2022	Molecules Associated With Elastic Fibres R-HSA-2129379	2/28	1.499771e-01	5.702359e-01	0	0	3.064810e+00	5.814782e+00	LTBP4;ITGA8
Reactome_2022	Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	4/84	1.517028e-01	5.702359e-01	0	0	1.994764e+00	3.761789e+00	NCOR2;THRAP3;FAM120B;PCK1
Reactome_2022	Golgi Associated Vesicle Biogenesis R-HSA-432722	3/55	1.524550e-01	5.702359e-01	0	0	2.300244e+00	4.326497e+00	TFRC;GOLGB1;AP3B1
Reactome_2022	Membrane Trafficking R-HSA-199991	19/599	1.542641e-01	5.702359e-01	0	0	1.313746e+00	2.455508e+00	SEC23A;SERPINA1;TFRC;DENND2B;AP3B1;MIA3;SPTB;SPTA1;GOLGA4;TF;ALPP;GOLGB1;GOLGA1;PLIN3;MYH9;RIN3;APOB;TBC1D17;CTSC
Reactome_2022	E3 Ubiquitin Ligases Ubiquitinate Target Proteins R-HSA-8866654	3/56	1.583415e-01	5.702359e-01	0	0	2.256727e+00	4.159152e+00	PRKDC;HLA-B;HLA-A
Reactome_2022	Acyl Chain Remodelling Of PE R-HSA-1482839	2/29	1.586051e-01	5.702359e-01	0	0	2.951147e+00	5.434059e+00	PLA2G4C;PLBD1
Reactome_2022	Interaction Between L1 And Ankyrins R-HSA-445095	2/29	1.586051e-01	5.702359e-01	0	0	2.951147e+00	5.434059e+00	SPTA1;SPTB
Reactome_2022	Activation Of RAC1 Downstream Of NMDARs R-HSA-9619229	1/7	1.597204e-01	5.702359e-01	0	0	6.633673e+00	1.216835e+01	CAMKK1
Reactome_2022	Anchoring Fibril Formation R-HSA-2214320	1/7	1.597204e-01	5.702359e-01	0	0	6.633673e+00	1.216835e+01	LAMA4
Reactome_2022	Aryl Hydrocarbon Receptor Signaling R-HSA-8937144	1/7	1.597204e-01	5.702359e-01	0	0	6.633673e+00	1.216835e+01	MIA3
Reactome_2022	ChREBP Activates Metabolic Gene Expression R-HSA-163765	1/7	1.597204e-01	5.702359e-01	0	0	6.633673e+00	1.216835e+01	ACACB
Reactome_2022	Defective Factor VIII Causes Hemophilia A R-HSA-9662001	1/7	1.597204e-01	5.702359e-01	0	0	6.633673e+00	1.216835e+01	VWF
Reactome_2022	Insulin-like Growth Factor-2 mRNA Binding Proteins (IGF2BPs/IMPs/VICKZs) Bind RNA R-HSA-428359	1/7	1.597204e-01	5.702359e-01	0	0	6.633673e+00	1.216835e+01	POTEF
Reactome_2022	Loss Of MECP2 Binding Ability To NCoR/SMRT Complex R-HSA-9022537	1/7	1.597204e-01	5.702359e-01	0	0	6.633673e+00	1.216835e+01	NCOR2
Reactome_2022	Modulation By Mtb Of Host Immune System R-HSA-9637628	1/7	1.597204e-01	5.702359e-01	0	0	6.633673e+00	1.216835e+01	MRC1
Reactome_2022	Synthesis Of 12-Eicosatetraenoic Acid Derivatives R-HSA-2142712	1/7	1.597204e-01	5.702359e-01	0	0	6.633673e+00	1.216835e+01	GPX1
Reactome_2022	Vitamin C (Ascorbate) Metabolism R-HSA-196836	1/7	1.597204e-01	5.702359e-01	0	0	6.633673e+00	1.216835e+01	GSTO1
Reactome_2022	CDC42 GTPase Cycle R-HSA-9013148	6/149	1.608600e-01	5.718709e-01	0	0	1.675380e+00	3.061290e+00	TFRC;PRKCSH;MYO9B;IQGAP2;ARHGAP45;KTN1
Reactome_2022	Cellular Response To Chemical Stress R-HSA-9711123	7/182	1.615475e-01	5.718804e-01	0	0	1.597851e+00	2.912812e+00	NCOR2;FABP1;GPX1;PSMD13;TXNRD2;GSTP1;CYBA
Reactome_2022	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202	14/424	1.622259e-01	5.718804e-01	0	0	1.367214e+00	2.486641e+00	VWF;PSMD13;AP3B1;LMO7;RRBP1;NCOR2;GOLGA4;RNF213;MPRIP;GOLGB1;AKAP9;MYO18A;MYH9;LRRFIP1
Reactome_2022	NRAGE Signals Death Thru JNK R-HSA-193648	3/57	1.642966e-01	5.767567e-01	0	0	2.214822e+00	4.000151e+00	AKAP13;OBSCN;ARHGEF40
Reactome_2022	FGFR1 Mutant Receptor Activation R-HSA-1839124	2/30	1.673225e-01	5.825046e-01	0	0	2.845603e+00	5.087461e+00	MYO18A;LRRFIP1
Reactome_2022	Translation Of Structural Proteins R-HSA-9683701	2/30	1.673225e-01	5.825046e-01	0	0	2.845603e+00	5.087461e+00	PARP4;PRKCSH
Reactome_2022	Late SARS-CoV-2 Infection Events R-HSA-9772573	3/58	1.703173e-01	5.842436e-01	0	0	2.174441e+00	3.848962e+00	PARP4;RPN2;PRKCSH
Reactome_2022	Antimicrobial Peptides R-HSA-6803157	4/89	1.753225e-01	5.842436e-01	0	0	1.876942e+00	3.267996e+00	CHGA;PGLYRP2;CLU;LTF
Reactome_2022	ER-Phagosome Pathway R-HSA-1236974	4/89	1.753225e-01	5.842436e-01	0	0	1.876942e+00	3.267996e+00	PSMD13;HLA-B;HLA-C;HLA-A
Reactome_2022	Sphingolipid Metabolism R-HSA-428157	4/89	1.753225e-01	5.842436e-01	0	0	1.876942e+00	3.267996e+00	ASAH1;HEXB;HEXA;ESYT2
Reactome_2022	Late Endosomal Microautophagy R-HSA-9615710	2/31	1.761197e-01	5.842436e-01	0	0	2.747338e+00	4.771003e+00	PLIN3;PCNT
Reactome_2022	Nicotinate Metabolism R-HSA-196807	2/31	1.761197e-01	5.842436e-01	0	0	2.747338e+00	4.771003e+00	PARP4;NAPRT
